序号,上级评论ID,评论ID,评论属性,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
1116,0,246484152560,一级评论,353334942,不爱上QQQ,5,保密,你这是某某君小号吗？,2024-11-07 01:07:31,0,0,,贵州,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
1117,0,246483914048,一级评论,129030818,Eternity伊特莱諦,6,保密,支持懂王，赶快消灭lgbt+，这群变态太恶心了🤢,2024-11-07 01:02:56,0,0,,云南,否,https://i2.hdslb.com/bfs/face/589a182532f82345dddb6d4b41648e8623006b36.jpg
1118,0,246483252944,一级评论,211591939,有色自然香吖,5,男,666,2024-11-07 00:48:28,0,1,对你微笑 纯属礼貌,江苏,是,https://i1.hdslb.com/bfs/face/fd11b174cf1528cbdbca2143100c4080bd7e27de.jpg
1119,0,246482758832,一级评论,404810446,老少先队,6,保密,哈哈，公务员待遇比咋好多了。,2024-11-07 00:38:35,0,1,,湖南,是,https://i1.hdslb.com/bfs/face/b715b2f7e9deb509c65c0eee56016025e35e4482.jpg
1120,0,246189606977,一级评论,596464690,夜雨流火,5,保密,英语真好,2024-11-07 00:34:53,0,1,,陕西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1121,0,246482035808,一级评论,583852587,无聊又有趣又菜又爱玩,5,保密,老马来了趟中国，精髓还没学会[吃瓜],2024-11-07 00:23:30,0,2,,江苏,否,https://i0.hdslb.com/bfs/face/1ce2dd048cc105968f183c82e94feb4e326756cd.jpg
1122,0,246188982257,一级评论,29353784,君王从此不洗头,6,男,Ai 配音没弄好啊,2024-11-07 00:20:40,0,1,,湖北,是,https://i2.hdslb.com/bfs/face/db836f493607a34a716513ec88b3619dc80ac297.jpg
1123,0,246481599840,一级评论,527176018,爱看视频啊啊啊,5,保密,简单，懂王建立自己冲锋队，东厂西厂。,2024-11-07 00:12:18,0,1,,安徽,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
1124,0,246481362208,一级评论,327147002,sanshui698,6,保密,冗官冗兵还有啥来着,2024-11-07 00:06:12,0,1,,安徽,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
1125,0,246481200352,一级评论,334014520,麦子粒粒皆大欢喜,6,保密,最重要的是特朗普身边少一位“李林甫”这样的贴心大臣啊！少了左膀右臂不但做事阻力艰难，而且不能和他同心。,2024-11-07 00:00:20,0,1,,山东,是,http://i1.hdslb.com/bfs/face/09aa9e3a45ee7e7544a1ca7fb51d51b9e309c33e.jpg
1126,0,246479707712,一级评论,3546691651242428,激怒垃圾,3,保密,马斯克以后会追随懂王的步伐，竞选总统实现他的A I治理理想,2024-11-06 23:15:49,0,1,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1127,0,246186380497,一级评论,247311587,账号已注销,0,保密,AI替代公务员直接管理国家是提高效率和正确率的最佳选择。,2024-11-06 22:59:16,0,2,,天津,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1128,0,246185886145,一级评论,351317088,89733488800_bili,5,保密,16亿的美狗呢[吃瓜],2024-11-06 22:31:15,0,0,,江苏,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
1129,0,246185730513,一级评论,1372667464,李王张刘陈好,4,保密,肯尼迪第二要来了。,2024-11-06 22:28:23,1,1,,湖北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1130,246185730513,246341869409,二级评论,19998683,MuMuyiyi,6,保密,特郎普就职典礼上不会坐敞篷车,2024-11-08 21:56:58,0,0,特立独行       疏离人群      喜欢学习各种东西       爱美       超喜欢英语和唱歌       我是双鱼座,北京,是,https://i2.hdslb.com/bfs/face/1e9b040462a0a7342b0fe4f707238ad24df9b80a.jpg
1131,0,246185796625,一级评论,3493136080832758,望江灵魂,3,保密,用AI尽可能的代替官僚，这个是方向,2024-11-06 22:26:14,1,1,,湖南,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1132,246185796625,246514438832,二级评论,329686644,Spawn1210,5,保密,AI永远无法做决策！只能给你算出概率。概率这玩意不准的，还是得人去作决策！,2024-11-07 09:09:29,0,0,,北京,是,https://i0.hdslb.com/bfs/face/0aa3f816820198d475e7546bb6f3a45af05f6045.jpg
1133,0,246477835264,一级评论,348012648,正版血樱,5,男,特朗普可能会成为美国历史上第一个被弹劾三次的总统[脱单doge],2024-11-06 21:28:16,0,0,你急了,日本,否,https://i0.hdslb.com/bfs/face/587ef128905d9d60ce88daa44ecd7b05674ce331.jpg
1134,0,246184942145,一级评论,390759178,七人钛肾,5,保密,美帝这个庞然大物，一旦中央集权，政令出了白宫畅通无阻，没有拖沓，是很夸张的。,2024-11-06 21:21:15,3,4,,江苏,否,https://i1.hdslb.com/bfs/face/f55b0245ca0ec8003747d297c405d33a8a950657.jpg
1135,246184942145,246514548576,二级评论,329686644,Spawn1210,5,保密,根本就不可能！50个州能合而为一？,2024-11-07 09:12:40,0,2,,北京,是,https://i0.hdslb.com/bfs/face/0aa3f816820198d475e7546bb6f3a45af05f6045.jpg
1136,246184942145,246519465264,二级评论,495051623,历史专家,5,男,合众国永远不叫共和国,2024-11-07 10:16:33,0,0,你说的不算！,广东,是,https://i2.hdslb.com/bfs/face/e6400003ebe44759fc764d90411e1dc1335d93f0.jpg
1137,246519465264,246697164544,二级评论,1939350501,八旗太监怂如狗,4,保密,回复 @账号已离线 :“共和”就是什么意思你解释一下？？,2024-11-09 12:18:47,0,0,,上海,否,https://i0.hdslb.com/bfs/face/e795e450244113b271e56c9d18609c30b2a4448e.jpg
1138,0,246184439985,一级评论,2006783160,浪人Canuck,5,保密,税金小偷早该炒鱿鱼了,2024-11-06 20:38:20,0,3,,加拿大,否,https://i0.hdslb.com/bfs/face/0dd6ae98ce2e62b99561d655dc2187f327034c4b.jpg
1139,0,246476926832,一级评论,3546610625678146,阿勇叙,3,保密,大乱斗,2024-11-06 20:11:35,0,0,,福建,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1140,0,246184163281,一级评论,29151168,鹿瑶知马厉丫,6,保密,趋同进化,2024-11-06 20:04:38,0,1,若批评不自由，则赞美无意义,江西,否,https://i0.hdslb.com/bfs/face/f1effe708fb9709bb5971538c9e68ba98901c25d.jpg
1141,0,246184008465,一级评论,20073693,暴暴熊究极体,6,男,留言为证，川普可能会成为下一个肯尼迪[doge_金箍]肯尼迪当年各利益集体还没稳住改革更可能成功都没成，老实说不是很看好特朗普,2024-11-06 20:00:28,0,1,,美国,是,https://i0.hdslb.com/bfs/face/ee473bb47273e6dd49891aa41d3b83f2fc83f32c.jpg
1142,0,246476784800,一级评论,17035307,ogjghghh,6,保密,选票有什么用，一颗花生米值多少选票,2024-11-06 19:57:20,0,1,,四川,否,https://i2.hdslb.com/bfs/face/3a466e24dd18ef33aad0617caf7e41f09212b745.jpg
1143,0,246475011760,一级评论,1614794114,傲娇的兔子101,5,保密,老特他只有4年，美国用了200年都没干成的活他4年就能完成？老特他又不傻。他是与士大夫共天下，非与百姓共天下。,2024-11-06 18:25:54,0,1,,北京,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1144,0,246181831137,一级评论,2088840498,侬乐融,5,男,能禁枪么,2024-11-06 18:16:41,0,1,记录和观察生活细节,黑龙江,否,https://i0.hdslb.com/bfs/face/b8a88f2397c82f0310dcbd176b442da8da3745f2.jpg
1145,0,246474331568,一级评论,578020213,bili_75688616950,5,保密,美国“李自成”会不会被辞退?越来越像明末了[doge][doge][doge],2024-11-06 18:02:07,0,2,,广东,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
1146,0,246181114961,一级评论,35799587,什么昵称都想不到的我,6,保密,特朗普又不是打赢了二战，而且只有一个任期，哪有足够的政治威望来跟联邦政府搞这些[辣眼睛],2024-11-06 17:47:44,0,1,,美国,否,https://i2.hdslb.com/bfs/face/beee2fca7ad8d3d9fbb9ba5afe2ba8945dc0e3dc.jpg
1147,0,246473596768,一级评论,494280234,你爱的星,5,保密,赢了，特朗普赢了,2024-11-06 17:44:07,0,1,,北京,否,http://i0.hdslb.com/bfs/face/d86f7bbdc41f07903deba122cad0932983467d49.jpg
1148,0,246472706752,一级评论,35429828,凯斯芒斯特,6,男,这下真变罗马了,2024-11-06 17:17:39,0,5,正人君子之国,上海,是,https://i2.hdslb.com/bfs/face/34376f4eda4cf13a4bc8833c0dde9f1cada9b913.jpg
1149,0,246472038576,一级评论,2962408,wwcMonkey,6,男,公务员还能裁撤的吗,2024-11-06 17:03:37,0,1,不知道说什么，不知道做什么，不知道想什么，只知道欣赏什么,浙江,是,http://i1.hdslb.com/bfs/face/13e9ad58d9df4115d250b013ac67b42896b9f7f0.jpg
1150,0,246178534097,一级评论,400980270,筚路维艰,5,保密,文官集团和职业官僚难道是任人宰割的牛羊？？？,2024-11-06 16:48:15,0,2,,北京,是,https://i0.hdslb.com/bfs/face/b3ab4cfee245a40cf302812e228ae24a35963452.jpg
1151,0,246178079249,一级评论,37298078,不吃苕皮,6,保密,我国两大外交功臣之一！泽圣要谢幕了,2024-11-06 16:41:11,0,1,,重庆,是,https://i2.hdslb.com/bfs/face/9bcb9543d6f090d9382f00327e889e2487950e5b.jpg
1152,0,246470789088,一级评论,37177333,脚滑滴六叔,6,保密,问题是当后续总统威望和能力不够时，背后一定还会继续出现深层集团啊,2024-11-06 16:41:04,0,1,亲切和蔼滴大叔 _(´ཀ`」 ∠)_,湖南,否,https://i1.hdslb.com/bfs/face/3c667f8c496779b907c3de353f402adfc9949ceb.jpg
1153,0,246176567201,一级评论,393617092,飞回来的月月鸟,6,保密,川普第一任期承诺基本都实现了吧，印象里,2024-11-06 16:11:29,0,0,我注册B站就是来评论的。,浙江,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1154,0,246468891424,一级评论,20173445,心是孤独的猎手Vta,5,保密,要是能把一些有决定权的位置换成AI就好了,2024-11-06 16:09:31,0,0,,湖北,否,https://i2.hdslb.com/bfs/face/ba3305843e5c81c02ce74248f31b482ddcdc1038.jpg
1155,0,246468440896,一级评论,20173445,心是孤独的猎手Vta,5,保密,对手知道你的计划后，就可以针对性的蚕食你的计划,2024-11-06 16:03:04,0,0,,湖北,否,https://i2.hdslb.com/bfs/face/ba3305843e5c81c02ce74248f31b482ddcdc1038.jpg
1156,0,246175450673,一级评论,23498963,玄机Lucius,5,保密,在怎么折腾也只能折腾4年嘛，4年后一切又从头,2024-11-06 15:56:14,0,0,,广东,是,https://i2.hdslb.com/bfs/face/b3fc18dde6ca16be1d4f4767a2a5c9b7933a80be.jpg
1157,0,246467639968,一级评论,92721248,弯弯TT,5,保密,国内搞明白了吗？就去研究国外？,2024-11-06 15:52:44,0,0,,辽宁,否,http://i2.hdslb.com/bfs/face/4b5aa06ce9671fbd0f7cbcae03c8c3a1df4e4de7.jpg
1158,0,246174982241,一级评论,650652958,东方苍狼,5,男,没想到啊，16亿可能是最后的[doge]粮。现在明白鑫鑫星们最近为什么这么玩儿命了吧！看来変呔们接下来的日子不好过啦！,2024-11-06 15:49:40,0,0,大鹏一日同风起，扶摇直上九万里！,四川,是,https://i1.hdslb.com/bfs/face/f2be1a874eaef185a79405b986589b0577ed2204.jpg
1159,0,246174415569,一级评论,107349480,燃烧吧吧吧,5,保密,四年可不够……向天再借五百年吧,2024-11-06 15:41:35,0,0,,辽宁,否,https://i0.hdslb.com/bfs/face/a0f4615537b2585147d2983d2f96d199ca57e87a.jpg
1160,0,246466170304,一级评论,170310827,Caffrey725,6,男,联邦制国家玩集权....要真成了就真牛皮了,2024-11-06 15:34:10,4,8,知识是永恒的信仰,河南,否,https://i2.hdslb.com/bfs/face/dcd914e7862470afe4e707f8fe5ba32d68a9f7cb.jpg
1161,246466170304,246468019392,二级评论,2637212,sb1jiushiw,6,保密,本来就是大趋势，罗马共和国转帝国,2024-11-06 15:58:06,0,5,,浙江,是,https://i2.hdslb.com/bfs/face/e57856cdd08913e8422047fa1d0dc59c24839ee2.webp
1162,246466170304,246480906592,二级评论,27576314,时间若能永恒,6,男,不可能集权，民主党和共和党就是分裂的，内斗，你做啥另外一个都会阻挠，而且还有哪些富豪，你要是敢动富豪阶级的利益，拼了命都要搞你。,2024-11-06 23:53:26,0,1,,浙江,否,http://i2.hdslb.com/bfs/face/714071454577e54ebf633128832227a462f7a3bb.jpg
1163,246466170304,249851707905,二级评论,1445218177,玻璃屋顶小花园,5,男,如果能成功，那各种意义上的奇迹就发生了,2024-12-21 17:09:51,0,0,爱与被爱，双向作用,浙江,否,https://i1.hdslb.com/bfs/face/907760070b7a5fb0c66807497a5c7dfcf00282cc.jpg
1164,246466170304,249862570977,二级评论,20926273,贰五三四辛亦幸,6,男,现在的国家都不是这个趋势吗,2024-12-22 00:28:26,0,0,喂喂喂，是我,江苏,是,https://i1.hdslb.com/bfs/face/542f74e52b69567639591fa714e21fb80658fe3b.jpg
1165,0,246465980240,一级评论,306953145,天贞啊,5,保密,懂王:我竞选成功后自有大儒为我变经!,2024-11-06 15:33:04,0,1,,山西,是,https://i0.hdslb.com/bfs/face/bf52189cfe43298b4871df2d9824c280bbac2f6e.jpg
1166,0,246171820353,一级评论,1225884560,死狗鹅,4,保密,吹啊吹,2024-11-06 15:10:48,0,1,,四川,否,https://i2.hdslb.com/bfs/face/0a078db9995e0b12dc7937833317e6ccc176a42b.jpg
1167,0,246170975345,一级评论,14891680,破冷小孩,6,保密,2077竟然真要成为现实了,2024-11-06 14:59:06,0,1,漫长的季节,英国,否,https://i1.hdslb.com/bfs/face/143224a6ea9d845b2d2bfb75c27f9d270c21c07f.jpg
1168,0,246460802528,一级评论,3546643125242003,借我一路星辰m,3,保密,三权合一的川宝也很难做到，因为地方政府阻力太大了，考虑到美国是联邦制度的特殊性，除非下一任总统依然能继承川宝继续下去，才有可能变革，川宝还能再来一个四年吗……？,2024-11-06 14:29:39,1,2,国际服入坑 萌新 攻略 裙1037350858,安徽,否,https://i2.hdslb.com/bfs/face/85af1c840cd2e25951868a249b4cb76e4f3b91cc.jpg
1169,246460802528,246469084224,二级评论,2637212,sb1jiushiw,6,保密,别的不说光fbi和美联储控制好就足够随便打败其他竞选人了,2024-11-06 16:12:53,0,1,,浙江,是,https://i2.hdslb.com/bfs/face/e57856cdd08913e8422047fa1d0dc59c24839ee2.webp
1170,0,246457767904,一级评论,338315419,嚓烂污_不来使地,5,男,马斯克就是美国吕不韦？,2024-11-06 13:52:57,0,1,都在开直播挣钱啊，我直播表演点啥呢？你们说，花样阉猪有人看吗？,江苏,是,https://i1.hdslb.com/bfs/face/41d7be590ec98debf41b83d042ef652e8c578a54.jpg
1171,0,246457626832,一级评论,1040544525,盛斌2024,4,保密,up主，特朗普上台，对美债影响怎么样？,2024-11-06 13:51:41,2,1,,浙江,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1172,246457626832,246166352017,二级评论,1575688490,CLS同学,6,保密,短期跌长期涨,2024-11-06 14:02:51,0,1,本硕双9，宏观/产业经济研究者，核心系列每月【宏观推演】，公众号同名,江苏,否,https://i2.hdslb.com/bfs/face/c5e9cbaf749374b5e06d22e41887f060de89595f.jpg
1173,246457626832,246466125136,二级评论,1040544525,盛斌2024,4,保密,谢谢！感谢Up主，让我有比较完整得投资理念,2024-11-06 15:33:21,0,0,,浙江,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1174,0,246164491553,一级评论,25147955,劳蓉木芝,4,男,哈哈 我们家注册的民主党全都投给trump 一会上班就开始演戏安慰那些左13,2024-11-06 13:37:26,1,3,,美国,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1175,246164491553,246165303409,二级评论,186839574,lkjhlkjhgf,6,保密,让美国再次伟大，他是认真的,2024-11-06 13:48:36,0,2,新时代的愚人,河南,是,https://i0.hdslb.com/bfs/face/26a4641034515696716b2cf9cefe5c5bd09cd768.jpg
1176,0,246454417952,一级评论,3546616856315945,中流一品,3,保密,小心裁撤出个美国李自成来！,2024-11-06 13:11:42,0,1,,江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1177,0,246162150881,一级评论,57042494,徐梵不烦,5,男,这样搞美国闯王就要来了,2024-11-06 13:09:46,0,1,,四川,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
1178,0,246453812784,一级评论,356320829,luciferaser,5,保密,美联储主席是因为他能调动那群华尔街的混蛋而坐到这个位置上，而不是反过来。,2024-11-06 13:06:07,1,1,,广东,是,https://i2.hdslb.com/bfs/face/fcc6123e21ecce02da849d22b0205e289efb8e81.jpg
1179,246453812784,246618740384,二级评论,450815,lI桃矢Il,6,男,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2024-11-08 13:47:34,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/eb8f8cb93f021ccca50c1f11ac5ccaf3a25b6fd6.jpg
1180,0,246160362705,一级评论,149647679,崩天劫火,6,保密,懂皇！,2024-11-06 12:46:01,0,1,,新疆,是,https://i2.hdslb.com/bfs/face/988c9350791f2513fe35577b6f74141565a9738e.jpg
1181,0,246451138432,一级评论,110508132,Haober,4,保密,？？,2024-11-06 12:31:54,0,1,,湖北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1182,0,246450882592,一级评论,1342141,上海绿茶馆,6,保密,等于告诉民众，至少特朗普还有纲领，哈哈姐啥都没,2024-11-06 12:28:21,0,2,,上海,是,http://i1.hdslb.com/bfs/face/0d340fa64d0bc355790598284b9f8cc548307182.jpg
1183,0,246450352944,一级评论,1457452106,两片大耳朵,5,保密,特朗普先保好自己的命，才是保护美国的未来。,2024-11-06 12:23:06,0,0,,湖北,否,https://i2.hdslb.com/bfs/face/6f7daa333bae7a1c6d4bd5f450fac09c4866d144.jpg
1184,0,246450032272,一级评论,474373513,888975,5,保密,"我记得当时好多人说米莱这疯子一定让阿根廷怎么怎么了。
时间是检验的好东西。今天，阿根廷崩溃了么？没有吧。
我就不说那些好像还变得越来越好的迹象了。",2024-11-06 12:18:20,12,0,,广东,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
1185,246450032272,246451908880,二级评论,18571948,水旺57,6,男,谁关心阿根廷啊现在别的地方都忙得不可开交，阿根廷早就垮了还需要去特别关注吗,2024-11-06 12:42:53,0,4,德胜！,江苏,是,https://i1.hdslb.com/bfs/face/7b724c85ed50cbf533e09bf42d094d4737e71629.jpg
1186,246450032272,246160584273,二级评论,19208365,此阵乃金门八卦,6,男,来来来 你说一下阿根廷哪里好了,2024-11-06 12:47:52,0,5,,广东,否,https://i1.hdslb.com/bfs/face/5b0dcb28d41802247c6d66055719880df2b893cf.jpg
1187,246450032272,246168995521,二级评论,134737476,关于小熊98,4,保密,所以你的理解就是不崩溃＝好起来了 是吗,2024-11-06 14:34:24,0,0,,广东,是,https://i0.hdslb.com/bfs/face/e7ddfd9378200d3c14875293ec3945ff0feb66eb.jpg
1188,246450032272,246169964881,二级评论,94786681,风语者1945,5,保密,已经崩了还要怎么崩[笑哭]崩上加崩吗！,2024-11-06 14:47:46,0,3,,北京,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
1189,246169964881,246172577473,二级评论,2120965475,账号已注销,0,保密,回复 @风语者1945 :估计不是要崩是要灭吧,2024-11-06 15:18:49,0,0,,浙江,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1190,246168995521,246465114992,二级评论,19633401,咸鱼干丶JR,6,男,回复 @关于小熊98 :你是不知道那段时间的新闻多离谱,2024-11-06 15:22:33,0,0,忠诚！,北京,否,https://i0.hdslb.com/bfs/face/910436bee6589778d4adc8d64174a7d2221ebf68.jpg
1191,246450032272,246182332609,二级评论,50021352,拯救苍生的美男子,6,保密,动态抽奖抽的,2024-11-06 18:31:51,0,2,,重庆,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1192,246450032272,246475268496,二级评论,13811325,呵呵的大逗比,6,保密,起码去搜一下再来讲阿根廷吧，在b站搜都行,2024-11-06 18:40:26,0,1,只能成为光了吧,广东,否,https://i0.hdslb.com/bfs/face/e8e354b1928ff69b4489fb97712c54c53a906f4a.jpg
1193,246451908880,246499863888,二级评论,474373513,888975,5,保密,"回复 @水旺57 :最好是别取笑哦。
国际银行公布的GNI数据，也就是人均收入，阿根廷比你还高的。
你说它跨了？？？怕这巴掌扇的是谁的脸？",2024-11-07 05:05:07,0,0,,广东,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
1194,246499863888,246507504480,二级评论,18571948,水旺57,6,男,回复 @888975 :是哦比我高太多了，菜都要买不起了[吃瓜],2024-11-07 07:14:22,0,1,德胜！,江苏,是,https://i1.hdslb.com/bfs/face/7b724c85ed50cbf533e09bf42d094d4737e71629.jpg
1195,246160584273,246336662481,二级评论,25225550,天舞之城陆,6,保密,回复 @此阵乃金门八卦 : 米莱擦的还不都是你们左棍留下的屁股？,2024-11-08 17:42:12,0,0,,广西,是,http://i2.hdslb.com/bfs/face/6c62333f88e375ad2fc888bfa1e79b054aa95603.jpg
1196,246450032272,246658496160,二级评论,13378018,丨隔壁老王丶,6,保密,变卖国家资产也叫越来越好了吗,2024-11-09 03:58:58,0,0,,上海,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1197,0,246449227232,一级评论,7135742,利涉大山,6,保密,人类骨子里还是印着反抗和变革，只要是象征着变革，就算是懂王，也能得到多数人的共情,2024-11-06 12:08:33,0,1,,上海,是,https://i2.hdslb.com/bfs/face/fba0c295eab0442ee72727b06fa7aaa495772038.jpg
1198,0,246157412497,一级评论,325479755,跃马踏中原,5,保密,美国约220万公务员，中国九千万，所以美国拍马都追不上中国速度的。,2024-11-06 12:08:33,2,0,"跃马踏中原
仗剑平天下",海南,否,https://i2.hdslb.com/bfs/face/c67eb044de25838c2277cd39f43dfaf4de365b61.jpg
1199,246157412497,246171254385,二级评论,1873746376,离调m,5,保密,你哪来的数据，为什么我看见的是美国是你说的十倍，中国是你说的十分之一,2024-11-06 15:03:02,0,0,,广东,否,https://i1.hdslb.com/bfs/face/22e76f5a50fdbbc0eb921642515cf61f9f2f9149.jpg
1200,246157412497,246326154289,二级评论,9773363,winch0708,6,保密,你是不是把党员人数和编制人数搞混了,2024-11-08 15:05:29,0,0,,广东,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
1201,0,246156389073,一级评论,11393599,猫里求食,6,男,bgm好评,2024-11-06 11:54:49,0,0,,广东,是,https://i1.hdslb.com/bfs/face/66319ea3216b9e74c16b5a8dbe8bd2103d5ba319.jpg
1202,0,246155634433,一级评论,30081685,苍穹居昧者,5,保密,我觉得特朗普这一任被枪击的概率远高于上一任。,2024-11-06 11:43:22,2,8,,湖南,否,https://i1.hdslb.com/bfs/face/4fe717325da61e6c1be4cdd5e9c06855a004e7fc.jpg
1203,246155634433,246155948881,二级评论,111798184,_罩百灵_,6,保密,[笑哭],2024-11-06 11:48:37,0,1,,天津,否,https://i1.hdslb.com/bfs/face/1e5cfce9fab8e50720a7dc4d8d3de8e17643fd99.jpg
1204,246155634433,246638552336,二级评论,487444249,陈澄呈,4,保密,哈哈，确实,2024-11-08 18:47:04,0,1,,湖北,否,https://i1.hdslb.com/bfs/face/bdf4b65b49fe0d2683e88a14cc5e1b8da56d518d.jpg
1205,0,246155396177,一级评论,620968899,ywerxing,4,保密,静待美国闯王,2024-11-06 11:40:44,0,0,,河北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1206,0,246154623809,一级评论,305301074,乌目幽谈,6,保密,不可能吧，美联储是川普能动的？,2024-11-06 11:30:55,0,0,"没有任何外国人有资格做中国人的祖宗，因为他们不是在史前大洪水面前逃跑就是根本没有古老到可以经历大洪水。
全世界，只有中国人敢去治水！",江苏,否,https://i2.hdslb.com/bfs/face/7682ae9b61aae375090d7e114b1bc66cb5c0405e.jpg
1207,0,246154272705,一级评论,305301074,乌目幽谈,6,保密,"公务员，好像《是，首相》啊。
米利坚怎么被带嘤传染的",2024-11-06 11:26:59,0,0,"没有任何外国人有资格做中国人的祖宗，因为他们不是在史前大洪水面前逃跑就是根本没有古老到可以经历大洪水。
全世界，只有中国人敢去治水！",江苏,否,https://i2.hdslb.com/bfs/face/7682ae9b61aae375090d7e114b1bc66cb5c0405e.jpg
1208,0,246444170112,一级评论,3493130827467049,錢十亿观察,5,保密,好文章，誗,2024-11-06 11:07:38,0,0,,中国香港,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1209,0,246152471489,一级评论,3546562842069773,账号已注销,0,保密,上海的公司,2024-11-06 11:05:00,0,0,,上海,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1210,0,246441431984,一级评论,1757514,Vinta0927,6,保密,懂王的终极目标是产业链回流，跟马斯克不冲突,2024-11-06 10:36:08,0,1,当你打开我主页的那一刻，你就已经输的很彻底了，我的观点像刀刃一样已经深深扎进了你的心里，你试图反驳我可是你无能为力，所以你焦急的点开我的主页,广东,是,https://i0.hdslb.com/bfs/face/70f8d8b59ddac12ed428223986e59b8231073779.jpg
1211,0,246439447232,一级评论,14900209,爱吉贝特,5,保密,新一轮制裁大刀要落在中国头上,2024-11-06 10:10:15,0,0,现在社会戾气太重，人生在世活着就好！,江苏,否,https://i1.hdslb.com/bfs/face/a1b09e55d7cc6d01cb5905ba19013acfeffa62e6.jpg
1212,0,246435515920,一级评论,7568902,sonny0908,6,男,希望懂王活不到明年，这样我最爱的大戏霉戾奸内战才能上演[吃瓜],2024-11-06 09:23:16,0,0,Chinese GAY ARCHITECT live in the UK from Canton 我就素极端红基！Potato Queen！,英国,否,https://i1.hdslb.com/bfs/face/865dd68c4140c40288f013d22cf24cd8dcd5684f.jpg
1213,0,246430411552,一级评论,282176808,KKッ,6,保密,@性感甲鱼在线直播 这个讲的很棒,2024-11-06 08:07:12,0,0,"s18猎杀第49名
征途杯参赛选手",广东,否,https://i0.hdslb.com/bfs/baselabs/e3bc9d699ad6a9d7de1dde85cb0e1021fbc4460b.png
1214,0,246427597024,一级评论,3546750327458420,账号已注销,0,保密,清算加州！,2024-11-06 07:27:30,1,0,,江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1215,246427597024,246173495425,二级评论,1647868090,无常无争无染,5,保密,怎么清？,2024-11-06 15:31:18,0,0,,美国,否,https://i1.hdslb.com/bfs/face/136697e8df1af55aba55bc80ef4e6cd782413854.jpg
1216,0,246134223361,一级评论,670780752,Blackfeast2,5,保密,史密斯专员晚上要睡不着了[doge],2024-11-06 06:41:49,0,2,,浙江,否,https://i0.hdslb.com/bfs/face/a1f37097d97a6863d9d36fc14f0b42be9147dd3e.jpg
1217,0,246421449808,一级评论,2014925,UniverseGundam,6,男,说到这个我突然想起一件事儿，当年奥巴马访问古巴，发现古巴竟然也是全民医疗，而且医疗开销比美国低太多了，然后就计划回去整改医疗系统，然而阻力太大没成功,2024-11-06 05:44:32,0,2,,河南,否,https://i2.hdslb.com/bfs/face/2cc265ca89926e40a4f3a529da46776d581811ce.jpg
1218,0,246419637536,一级评论,392816700,江枫墨雨,5,保密,2025年，美国裁撤200万公务员岗位，其中包括一位，名字叫自成·史密斯,2024-11-06 05:16:47,18,264,,上海,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1219,246419637536,246176138305,二级评论,14751350,救死扶伤老中E,6,保密,党争，异族崛起，土地兼并（收不上税），再加上你说的[doge],2024-11-06 16:07:05,0,32,,上海,是,https://i2.hdslb.com/bfs/face/35828ab1d1c85a7b2fb62b2be250132f36ce0042.jpg
1220,246419637536,246475472208,二级评论,523152608,初夏的柔阳,5,男,妙啊[OK],2024-11-06 18:48:00,0,3,,马来西亚,否,http://i2.hdslb.com/bfs/face/980e526b03c71801ce9ea9313634d237752e7f7a.jpg
