序号,上级评论ID,评论ID,评论属性,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
2854,246352731601,246398826193,二级评论,35418087,Letitstayup,5,保密,他痴呆应该是打击太多了,2024-11-09 13:03:26,0,1,,北京,是,https://i0.hdslb.com/bfs/face/dc2253fa42661ed597184d65f9a3d9dd18205de1.jpg
2855,246352731601,246400255745,二级评论,620233790,填洼佤,4,保密,现在美国民主党推的人基本都是傀儡，这个哈马斯给我的感觉就是一点能力都没有的。拜登就是老年痴呆。这种情况其实很明显了。民主党后面的人想掌权但不想抛头露面所以推举了几个傀儡上去。,2024-11-09 13:21:30,0,0,,广东,是,https://i2.hdslb.com/bfs/face/ad265fa822a95fe357c5977f2f3db77189a53f53.jpg
2856,246689301888,246412385313,二级评论,3546589519940094,一个有好奇心的人,4,男,回复 @太翎 :【近期拜登女儿日记得到证实！这就是拜登“喜欢小孩子”的原因！懂王说的没错！-哔哩哔哩】 https://b23.tv/xd0B2FV,2024-11-09 15:42:27,0,0,,江苏,是,https://i0.hdslb.com/bfs/face/a377d6c9f2e73a3ba9dfbd033ca627ba26fe25cc.jpg
2857,246369649569,246414467713,二级评论,174059057,谢飞仙,5,男,回复 @逸凡有点胖 :他爸以前富豪后来破产了，拜登他爸擦过锅炉，买过二手车，拜登也打过工，并不是从小就富裕，可以去了解一下，小的时候拜登结巴被老师羞辱还有录像呢，拜登就一直照着镜子练习吧结巴治好了，基本上说是可以靠自己的爬上来的,2024-11-09 16:07:31,0,2,关注我收获快乐！希望你可以开心一点，每天都开心一点,河北,是,https://i2.hdslb.com/bfs/face/6a16d78c136bbc884619b84f2654f1e1a587f7f2.jpg
2858,246677009488,246415299889,二级评论,11127550,野狼军团MX,5,保密,回复 @祈水流木 : 当然有， 年轻时狂喷军官无能， 做不了自己的工作， 我是精英你不是。。 虽然在我看来不算黑点,2024-11-09 16:17:30,0,0,,福建,否,http://i1.hdslb.com/bfs/face/3121bc222f510f7e5e402b77d82ba4615159de9c.jpg
2859,246665887440,246718316672,二级评论,689738205,潮起而落,5,保密,回复 @恶魔假面Luo : 有种演完戏轻松了反而状态更好的感觉。,2024-11-09 16:23:04,0,0,,中国香港,否,https://i0.hdslb.com/bfs/face/d1f52a309e9753f700760f7f58f72b8d2bc52e95.jpg
2860,246661783264,246718770448,二级评论,172992047,提莫1104,6,保密,回复 @普通lu民 :抛开立场，70年代成长起来的世界政治舞台领导人基本上都是穷苦出身打拼出来的。因为七十年代全球社会都是大动乱，直接让大量底层人进入了权力机构。全球都一样。,2024-11-09 16:27:17,0,0,,天津,否,https://i2.hdslb.com/bfs/face/208db42f275140cd8f7c12d8f4003041aba45f0b.jpg
2861,246352731601,246417902449,二级评论,11696950,刑商浪人,6,男,他压根就没有老年痴呆，老年痴呆是不可能这样突然大幅度好转的，他就是身体不太好了精力不济，他好几次表现不好看起来不是脑子糊涂而是他太困了，他一累就会口吃，年轻的时候就是这样，看起来痴呆而已。,2024-11-09 16:58:29,0,0,AGE 匿名玩家,江苏,是,https://i1.hdslb.com/bfs/face/28d530447ab9eea378e479de8bd50db27c0dc631.jpg
2862,246352731601,246721898272,二级评论,368479218,Streichholz,5,女,懂王都说了，拜登是因为年纪大了，可没说他不行,2024-11-09 17:16:29,0,0,,德国,是,https://i0.hdslb.com/bfs/face/ef56573dd13baacd864cbad1f0d3c3589908621b.jpg
2863,246365937633,246723304960,二级评论,394127427,魏武遗风永娼存,6,保密,回复 @谢飞仙 :还有个采访是问拜登最幸福的时候【采访美国总统拜登听过的最美好的事情是什么-哔哩哔哩】 https://b23.tv/SozQiqu,2024-11-09 17:43:58,0,0,,河北,否,https://i0.hdslb.com/bfs/face/055d709bc5ebee27d2e651c005e114a4da3f31ea.jpg
2864,246721898272,246420385057,二级评论,174059057,谢飞仙,5,男,回复 @Streichholz :嘲笑老登归嘲笑。连川普都有婚外情一夜情但拜登没有，他算是普通人没背景摸爬滚打到世界权力之巅的顶配了，他年轻时有能力的不愿意妥协一直被背刺，但一直目标就是竞选总统从没有放弃整整50年呀为美国奋斗结果当个工具人给扔了。不像哈里斯的那种只会靠睡上位的,2024-11-09 17:48:10,0,4,关注我收获快乐！希望你可以开心一点，每天都开心一点,河北,是,https://i2.hdslb.com/bfs/face/6a16d78c136bbc884619b84f2654f1e1a587f7f2.jpg
2865,246723304960,246420501185,二级评论,174059057,谢飞仙,5,男,回复 @魏武遗风永娼存 :最有人味的一集，为啥他印堂发黑啊,2024-11-09 17:49:09,0,0,关注我收获快乐！希望你可以开心一点，每天都开心一点,河北,是,https://i2.hdslb.com/bfs/face/6a16d78c136bbc884619b84f2654f1e1a587f7f2.jpg
2866,246376457745,246424811841,二级评论,396485569,张月亮的小哭包,6,女,回复 @谢飞仙 :哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2024-11-09 20:25:41,0,0,反驳你就是你有问题。举报你就是看不上你。咋这都搞不懂呀宝贝,河南,否,https://i1.hdslb.com/bfs/face/3256c9398a759b247cbf8ecbda6a7ba9855bf993.jpg
2867,246371777569,246426388817,二级评论,85983763,爱学习的胖茯苓,6,保密,回复 @谢飞仙 :宾州是老拜基本盘，跟乌克兰一样，经营很多年了，肯定是有影响的[笑哭],2024-11-09 22:38:42,0,0,那么短，遗忘却那么长！,山东,否,https://i1.hdslb.com/bfs/face/5878f1c32210f6729bf1208c344257e856641b21.jpg
2868,246414467713,246427536241,二级评论,254163783,逸凡有点胖,6,男,回复 @谢飞仙 :寒门就是落魄贵族,2024-11-09 23:33:02,0,0,一个热爱游戏的玩家，下午直播欢迎捧场。,河南,是,https://i0.hdslb.com/bfs/face/1fc6b136741890b8c85f0e9db24298e7ff88fa81.jpg
2869,246352731601,246454728161,二级评论,16250862,Kikomizuhara,6,保密,可他是个变态不是吗,2024-11-10 06:28:26,0,0,,广东,是,https://i0.hdslb.com/bfs/face/2dd572c6a53a1638af13f75742eaf979259816af.jpg
2870,246522652481,246875169568,二级评论,520730019,没钱的屑老板,5,男,回复 @金毛1185 :人家年轻的时候确实厉害，现在老了思维意识都没有那么敏捷了[笑哭],2024-11-11 14:25:51,0,0,3,湖北,否,https://i0.hdslb.com/bfs/face/75e9b7a743ac0156b2cbed48a745214351558dfd.jpg
2871,246384832001,246909764192,二级评论,474156721,-_星梦清河_-,6,男,回复 @谢飞仙 : 俄乌战争是拜登挑起来的，怎么可能是他倒霉,2024-11-12 04:14:33,0,0,,海南,否,https://i1.hdslb.com/bfs/face/9e73b112c15070d9a5055f84bc2427818fc97a33.jpg
2872,246352731601,246926062784,二级评论,519666537,黄瓜西红柿炒蛋,5,保密,我勒个天呐，一个下令轰炸老百姓的野中，被你说的这么牛逼,2024-11-12 08:36:19,0,0,,辽宁,否,https://i0.hdslb.com/bfs/face/3b2e82e7afdd209156024f27075a75237d3161e7.jpg
2873,246352731601,246942790272,二级评论,280542228,力师傅麦片,2,男,驴子放弃（我）是不可原谅的,2024-11-12 12:08:25,0,0,,天津,否,https://i0.hdslb.com/bfs/face/499175602e8501a5b33a351603b6d594d631861c.jpg
2874,246352731601,246640180737,二级评论,364300993,马大马大大内,6,男,卧槽，这么惨的？？,2024-11-12 14:07:36,0,0,自信！勇敢！好像早晨的八九点钟的太阳！,广东,否,https://i1.hdslb.com/bfs/face/e190234c8db6720d360707e07e1e350f4a838cac.jpg
2875,246352731601,246640203505,二级评论,364300993,马大马大大内,6,男,真假啊,2024-11-12 14:08:16,0,0,自信！勇敢！好像早晨的八九点钟的太阳！,广东,否,https://i1.hdslb.com/bfs/face/e190234c8db6720d360707e07e1e350f4a838cac.jpg
2876,246352731601,247047038560,二级评论,647403237,_流野,5,保密,@你真的不是虞姬,2024-11-13 16:22:29,0,0,"我曾经与花平分秋色，一灿一烂。
                      ",江苏,是,https://i0.hdslb.com/bfs/face/6c4b79b0c27abf1ac6134cd46d07d681545b646c.jpg
2877,246677009488,247084261200,二级评论,409871132,小小橙又来冲浪了_,6,保密,回复 @祈水流木 :别，当众调戏未成年儿童，大家别忘,2024-11-14 06:30:55,0,0,正义战士,河南,是,https://i2.hdslb.com/bfs/face/d024344f7a0ae2eeecf5b22d4a21d9a91a004a62.jpg
2878,246689195776,247058707009,二级评论,1704849793,爬树的老妖,5,保密,回复 @金骏无眉 : 你也太小看拜登了，他是老了，脑子不好使，身体不好，不代表可以被人轻易拿捏,2024-11-17 14:58:05,0,0,,江苏,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
2879,246640203505,247107474465,二级评论,174059057,谢飞仙,5,男,回复 @马大马大大内 :特别惨,2024-11-18 08:28:11,0,0,关注我收获快乐！希望你可以开心一点，每天都开心一点,河北,是,https://i2.hdslb.com/bfs/face/6a16d78c136bbc884619b84f2654f1e1a587f7f2.jpg
2880,247107474465,247141288689,二级评论,364300993,马大马大大内,6,男,回复 @谢飞仙 :如果是那确实牛逼,2024-11-18 15:34:32,0,0,自信！勇敢！好像早晨的八九点钟的太阳！,广东,否,https://i1.hdslb.com/bfs/face/e190234c8db6720d360707e07e1e350f4a838cac.jpg
2881,0,246652935600,一级评论,90085405,野路子小安,6,保密,我甚至怀疑刺杀特朗普会不会是特朗普自导自演的苦肉计，他的反应太出众了，摄影师的拍摄也太完美了,2024-11-09 02:43:06,4,0,嘿嘿,辽宁,否,https://i1.hdslb.com/bfs/face/801734df365db5bfd40bdaa0b1dac608a79b63ed.jpg
2882,246652935600,246653717744,二级评论,1345685511,少吃点盐yan,5,女,那不可能，那得找神枪手这是拿命开玩笑,2024-11-09 02:54:10,0,4,窥探隐私4m,河北,否,https://i0.hdslb.com/bfs/face/4aaf1759fb179a92c9546200d1e7da7e9963f4cc.jpg
2883,246652935600,246654352384,二级评论,650378418,嘴角带泪,5,保密,一看就是从来没打过靶。你知道能在那么远距离上有风的状况下把误差控制在打破皮但不打死有多难吗？,2024-11-09 03:02:27,0,5,,美国,否,http://i0.hdslb.com/bfs/face/7d22cea239a1bc2d8ca13b24ed067783ee92c075.jpg
2884,246652935600,246360989793,二级评论,3546656098224972,强人户外连锁店,4,保密,你要是敢找个枪法差的愣头青瞄头打，我选你当美国总统,2024-11-09 04:38:41,0,1,,山东,否,https://i0.hdslb.com/bfs/face/65f05160ebf999553e74c617fa0db05ae0f8db52.jpg
2885,246652935600,246672232880,二级评论,6547323,意外旅程,6,男,说话带点脑子，你拿自己命梭哈？,2024-11-09 07:03:16,0,0,"我就从零点起步，向最美好的远方。
向最美好的前途，哪怕是漫长的路。",河南,否,https://i0.hdslb.com/bfs/face/cbbada3fdc991b062475fd98b2d25ee5c4b661ba.jpg
2886,0,246352583697,一级评论,269527692,疯子五十八号,5,保密,哈里斯团队就错在请了很多明星给他站台，什么小李子 梅梅 gaga都是富豪级别的离普通百姓越来越远了。,2024-11-09 02:42:24,13,79,瓦诺,贵州,是,https://i0.hdslb.com/bfs/face/990ef941407853bbafbc97584a3ccb59c47fd4c6.jpg
2887,246352583697,246352897921,二级评论,26217293,Tian安逸,6,保密,估计有不少明星也是被逼的站队，利益捆绑了,2024-11-09 02:46:42,0,20,,广东,否,https://i2.hdslb.com/bfs/face/523234915972c82b481b048f050e4d7cfd155d9f.jpg
2888,246352583697,246654863248,二级评论,375758324,大团长的王八拳,5,保密,但老美百姓就吃这一套，换一种策略站队的人只会更少，倒不如说是共和党和民主党本身政治诉求就不一样,2024-11-09 03:11:01,0,11,喜欢查成分的就来查吧，反正以某些人的脑容量而言他们只看得到一条动态,安徽,是,https://i2.hdslb.com/bfs/face/c1bd8d20f08d9b386cb686d9c4d992fe8da5e093.jpg
2889,246352583697,246358760929,二级评论,112184,哈密瓜好吃捏,6,保密,她的这手明星站台可超级妙，超多人支持她直接从20几变成了40几。要不是特朗普说他要拿出老爹的名单，让舆论变成了，支持哈哈的都是老爹的名单。然后老爹名单最大受害者的贾斯丁等的影响力也特别大。口碑才烂了,2024-11-09 04:09:56,0,20,这个人很酷，没有签名,辽宁,是,https://i2.hdslb.com/bfs/face/98fb436a4be473d8efa16086412a98ffbd0b5412.jpg
2890,246352583697,246660185952,二级评论,16126419,帅气的小影子,5,女,Beyonce一出来就知道民主党完了，diddy都被抓了，Beyonce出来除了起反作用还有什么正面作用？本身Beyonce就很贪钱，她的粉丝去集会就是想免费看现场，结果一首歌都不肯唱来帮忙拉票，粉丝对她不满更加不会选哈姐。请明星也不请正确的，再说ladygaga，刚被爆出教唆未成年人服用激素，负面新闻一堆居然也让她出来，小李子更不用说了，自己住别墅开豪车私人飞机呼吁环保笑死个人。请明星好歹请几个能和红脖子说得上话的，请的全是受众本来就投民主党的明星，还出一大堆烂事最后把粉丝推去对面的，真的蠢死了,2024-11-09 04:20:54,0,22,,广东,否,https://i0.hdslb.com/bfs/face/14de8e608305401b3f73284fcd33fad25d815b80.jpg
2891,246352583697,246660288864,二级评论,377079135,思则有备,5,男,一帮牛鬼蛇神，屁用没有，没一个干实事儿的，你看川皇的盟友都是干什么的,2024-11-09 04:22:29,0,13,居安思危，思则有备，有备无患。,北京,否,https://i0.hdslb.com/bfs/face/1a0d8ffa796d9a21a20b9478e6a97597efd9eaf1.jpg
2892,246352583697,246660689344,二级评论,356655132,高斯坦尼斯拉夫斯基,6,保密,这都是小问题,2024-11-09 04:27:12,0,1,,广东,是,https://i0.hdslb.com/bfs/face/dbd08aeb59180331703c672a47fc5aad1e495872.jpg
2893,246660185952,246662249616,二级评论,412520,克妖黑芒楼,6,保密,回复 @帅气的小影子 : 白嫖都不给？,2024-11-09 04:45:16,0,0,,广西,否,http://i2.hdslb.com/bfs/face/69f6756785a2f60b1e104593725405e90f4818b3.jpg
2894,246352583697,246609831569,二级评论,1299965,艾尔蓄电池,6,男,这个说法纯搞笑，民意什么时候成为过总统的标准？,2024-11-12 07:10:13,0,0,在魔兽世界的某些玩家哭丧是素质底下的一种体现，但点草不是，点草是一种高素质体现，只有点草你才能让自己更加正确,陕西,是,https://i2.hdslb.com/bfs/face/fd35703f6c1dbcf9fe14a3af1c75d46d9bcf37d0.jpg
2895,246352583697,246634225713,二级评论,243425075,琅琊司马觐,5,女,一群混娱乐圈的，加起来能有老马富？,2024-11-12 12:55:45,0,1,该账号封禁中,新疆,否,https://i2.hdslb.com/bfs/face/b440cecae6d564f4b2a4047d1a3c3fa5267a0736.jpg
2896,246352583697,246962877264,二级评论,255321720,凉城㣺,6,保密,错在没请鹰眼这个因果武器去，都请复联了居然没有鹰眼，致敬复联3了[滑稽],2024-11-12 16:08:32,0,3,,广东,否,https://i0.hdslb.com/bfs/face/100691f5fe0fe12b07ab15db0744d32f01d6bacc.jpg
2897,246660185952,246964620880,二级评论,1476881943,同归于寂静,5,女,回复 @帅气的小影子 :还请了个霉霉，还有很多明星的[笑哭]不过最后还是我懂王赢了[脱单doge],2024-11-12 16:31:14,0,0,,江西,否,https://i0.hdslb.com/bfs/face/e0c351c342d7b606c03808083b7cfbc1398d1e22.jpg
2898,246352583697,247009429088,二级评论,9832401,笑锋君plusssss,6,男,好莱坞明星给民主党站台太正常了 他们相对于普通美国民众来说左的厉害,2024-11-13 08:56:41,0,0,,北京,是,https://i0.hdslb.com/bfs/face/6638157dbb0b8da533f12156ea2b71d46f4d449e.jpg
2899,246352583697,247027286816,二级评论,3546658161822517,咖啡巧克力布丁不加糖,4,保密,你把主次搞反了好莱坞是民主党的狗，让明星跪下来舔屁股都是一句话的事,2024-11-13 12:28:51,0,1,,广东,否,https://i1.hdslb.com/bfs/face/d3f133dc62cc251f17026ac2b641fd02a913b5e6.jpg
2900,0,246352406961,一级评论,628486994,辰间凝望,6,保密,内斗无敌[doge],2024-11-09 02:38:55,0,0,安得广厦千万间,北京,否,https://i2.hdslb.com/bfs/face/953679bdd410c18ea8bce8e9126c2e1430b107cb.jpg
2901,0,246352226673,一级评论,3546574495942862,moyuri,4,保密,有点戈尔巴乔夫那味了,2024-11-09 02:38:05,0,0,,河南,否,https://i2.hdslb.com/bfs/face/877e58dc40bc4d22b2fdb8ea2d464c205656d766.jpg
2902,0,246352196241,一级评论,604928797,与吾随性,5,保密,极大可能是特朗普给了拜登关于他儿子小拜登的承诺，然后拜登搞了一些操作帮了特朗普，尤其是国内的汽车工人罢工，明明是拜登大力支持，结果投票给了特朗普,2024-11-09 02:36:15,0,1,,江西,是,https://i1.hdslb.com/bfs/face/7d2f247ea3772ced229409575966d4e00add832c.jpg
2903,0,246352252017,一级评论,424772395,小苹果酱油,6,保密,哈里斯全线不如拜登，还输了，这样输了也有面子，肯定开心啊，老拜登都被自己人羞辱多少回了,2024-11-09 02:36:15,0,1,,陕西,是,https://i1.hdslb.com/bfs/face/4593b4313ae504bcc89b2b3587fe0654009f8a1a.jpg
2904,0,246652484480,一级评论,370577413,标记了一处地点,6,保密,这种感觉就和XUN在饮水机旁边看到上了WEI的BLG大败，心里反而有种莫名的高兴一样,2024-11-09 02:35:45,0,0,,上海,否,https://i1.hdslb.com/bfs/face/5eb4bbeddac69f6c6c11135d1b312381e9ddf32a.jpg
2905,0,246351865393,一级评论,374587,半晨乄,6,保密,"特朗普的再次当选才是对拜登政治生涯的最大肯定
在若干年后的历史书上
“在所谓的特朗普时期的美国，第46任总统拜登是唯一在总统竞选中击败了特朗普的”",2024-11-09 02:30:48,4,180,,美国,是,https://i1.hdslb.com/bfs/face/87eb07abf2044923d8efa1dceed7151fc08da6a8.jpg
2906,246351865393,246612586945,二级评论,199793050,猫咪爱吃茶,5,男,哈哈哈,2024-11-12 07:59:47,0,2,,安徽,否,https://i1.hdslb.com/bfs/face/dacdf92fb8f78261df8a2b2af7fe94843aa6eaf9.jpg
2907,246351865393,246671219921,二级评论,123764662,蕾蕾子_official,5,女,我还是觉得2020的特朗普没输,2024-11-13 02:59:05,0,2,完全没有家庭观念886！,上海,是,https://i1.hdslb.com/bfs/face/84d18ea6590fbc45578fa5ab458a705053701f25.webp
2908,246671219921,246987572656,二级评论,3461579725081425,家肴,5,保密,回复 @蕾蕾子_official : 不管真相如何，现在全世界都承认，2020年拜登击败特朗普夺得总统之位，后世史书也会说“拜登击败特朗普夺得总统之位”,2024-11-13 03:35:09,0,7,四月死，七月生。,吉林,否,https://i0.hdslb.com/bfs/face/55ac469477d144d6ee7ba2a0e1730d1ed33c70f3.jpg
2909,246671219921,247281298480,二级评论,378423529,宇智波范马,5,保密,回复 @蕾蕾子_official : 特朗普也没承认,2024-11-16 11:47:29,0,0,前进,湖南,否,https://i1.hdslb.com/bfs/face/0013697bf46e68028e02ab027a144b8a05011d7b.jpg
2910,0,246351796193,一级评论,388303782,不会飞的熊猫不是我,6,保密,8大佬怎么才6个人？还有前国务卿克里没参与？,2024-11-09 02:30:46,0,0,,上海,否,https://i0.hdslb.com/bfs/face/8f6c5633791155c6c739ad9b1df0a8d9656d467a.jpg
2911,0,246651815872,一级评论,1618906940,龍眼龍岩,5,男,推上投特朗普的美国人看起来并不讨厌拜登，其中很多还祝贺拜登退休，也是很有意思的景象,2024-11-09 02:26:19,5,272,不怪罪什么神仙皇帝，人类的不幸福，只能怪自己。,福建,否,https://i2.hdslb.com/bfs/face/632c22777c4e04e081de3d5a3a773876b86baaab.jpg
2912,246651815872,246427161745,二级评论,1852231878,铭哥-Sir,5,男,说明换掉拜登是民主党的误判,2024-11-09 23:16:29,0,83,良民,甘肃,否,https://i0.hdslb.com/bfs/face/79d1f4ba278a27a446ba0aa3508b4289e9d09b44.jpg
2913,246651815872,246737301328,二级评论,1393997444,博文一世,4,保密,拜登是一等一的政客，老谋深算，能延缓这4年的美国烂摊子，治国能力已经很厉害了。,2024-11-10 01:49:55,0,130,,上海,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
2914,246427161745,247177913344,二级评论,23477122,-阿哈不欢愉-,5,保密,回复 @铭哥-Sir :咱们的老祖宗早就总结过了，临阵换帅乃是大忌[doge],2024-11-15 08:53:07,0,60,,四川,是,https://i1.hdslb.com/bfs/face/380cc178b81f0555343563c94b41a1d8e2ecd22b.jpg
2915,246651815872,248108804705,二级评论,366479765,账号已注销,0,保密,据说佩洛西还写了书自夸他是让拜登退出选举的主力[笑哭]说明老登头是被迫退的,2024-11-30 14:01:25,0,18,,山东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
2916,246737301328,250675744688,二级评论,1618906940,龍眼龍岩,5,男,回复 @博文一世 :美国这烂摊子也没多烂，比上不足但也比下有余，只不过美国媒体每天拿放大镜看美国所以显得烂极了,2024-12-26 01:33:21,0,7,不怪罪什么神仙皇帝，人类的不幸福，只能怪自己。,福建,否,https://i2.hdslb.com/bfs/face/632c22777c4e04e081de3d5a3a773876b86baaab.jpg
2917,0,246351483681,一级评论,580201171,失声蔷薇,5,女,[吃瓜]反正安稳退休了，儿子也保住了，自己是唯一赢过特朗普的人，宾州翻红，你猜为什么,2024-11-09 02:25:40,1,45,风是干净的，我们也是,黑龙江,否,https://i1.hdslb.com/bfs/face/d52a9f42ec5811b4af26ee11afa2420d2a760a3d.jpg
2918,246351483681,246356146033,二级评论,3546699127589563,人算算天算,3,保密,[doge_金箍]老登带maga帽子,2024-11-09 03:35:36,0,8,垃圾池里造垃圾,安徽,否,https://i1.hdslb.com/bfs/face/11ba30fdad5f824e0d9aa547d97e4b18fa45b983.jpg
2919,0,246651785856,一级评论,85360322,愚蠢的西华德,6,保密,我完整的看完了八分钟，我只说三个人，孙膑，朱棣，唐伯虎。,2024-11-09 02:24:39,0,2,,辽宁,否,http://i2.hdslb.com/bfs/face/551248de10c1ef6e56bd00e7eee70fa9f502458e.jpg
2920,0,246351265329,一级评论,59038855,油腻似水,5,保密,避免家族清算,2024-11-09 02:23:24,0,0,,贵州,否,https://i1.hdslb.com/bfs/face/671dc7107fc065399f70003c2fbafa2c49b8156b.jpg
2921,0,246651645840,一级评论,203377718,玩玩小啾鸠,6,男,人保住了，儿子可以特赦了，也不用装老年痴呆了，口齿都流利了，换我我也笑嘻了,2024-11-09 02:22:40,8,1302,,福建,否,https://i2.hdslb.com/bfs/face/28ceec45834efd54d15f3abbe716004630b42f6e.jpg
2922,246651645840,246665596800,二级评论,627663031,当偶然遇上偶然,5,保密,[喜极而泣][喜极而泣][喜极而泣][喜极而泣]真的，哈哈，说话都利索了,2024-11-09 05:26:11,0,59,这一切都是偶然,广东,否,http://i1.hdslb.com/bfs/face/e74fe3547ada4dfcea24f040c01b286096752c4b.jpg
2923,246651645840,246365295825,二级评论,336965159,5pectre丶,5,保密,按正常来讲80岁又有钱又有权还要当总统007，要我我是不干的，养老不香吗,2024-11-09 05:31:54,0,68,,辽宁,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
2924,246651645840,246666078976,二级评论,283965840,Eureka007,6,保密,之前估计是内部斗争被熬老头了呗，稍微上点强度估计体力就不行了。就像你放长假了自然就放松了。,2024-11-09 05:32:59,0,193,,上海,否,https://i0.hdslb.com/bfs/face/6acf7bc14516eed4bddb5a1f81fd413f2df7a367.jpg
2925,246651645840,246369644273,二级评论,27417090,Crcl9,6,男,又是带帽子。又是说垃圾。都是给川普机会呢。,2024-11-09 06:36:30,0,24,,天津,是,https://i0.hdslb.com/bfs/face/5a1772b2a014a87e75a0813f870f217615a5a612.jpg
2926,246369644273,246673812320,二级评论,3546636227709213,待命子,3,保密,回复 @Crcl9 :确实，说选民垃圾，犯众怒，不至于这么低级的错误吧，当时我就觉得他是故意的，这是向懂王纳投名状,2024-11-09 07:27:55,0,27,,河北,否,https://i0.hdslb.com/bfs/face/1cfbf0edcc92870eb56d0964f38bd9c5eeb7075e.jpg
2927,246365295825,246373691073,二级评论,2210596,繁云烟,6,男,回复 @5pectre丶 :这就是每个人存在的不同。你要名留青史捍卫国家还是守着小家安度晚年,2024-11-09 07:39:42,0,3,,山东,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
2928,246365295825,246683447760,二级评论,1970146029,言梢上雪,5,保密,回复 @5pectre丶 :听说是他最疼爱的大儿子临死前的遗言，希望他的父亲能如愿以偿的当上美国总统,2024-11-09 09:40:35,0,6,立志、笃行,江西,是,https://i0.hdslb.com/bfs/face/a1b8e0a5a33bf6835cb64eb1c34214dea225374f.jpg
2929,246373691073,246922796129,二级评论,336965159,5pectre丶,5,保密,回复 @繁云烟 :他要是年轻还有精力肯定没问题啊，就算壮志未酬也是一种浪漫，但是80多菊花都松了不管是不是被人架上去的都不该去了，去了人家就是欺负你年纪大拿你当傀儡，最后沦为一时的笑柄,2024-11-16 04:48:57,0,0,,辽宁,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
2930,0,246351229985,一级评论,214554762,TK少侠,4,保密,老表演艺术家,2024-11-09 02:21:12,0,1,,山东,否,https://i0.hdslb.com/bfs/face/006459aac07b4c33a5d3e5ab61b0c216c5d18a4f.jpg
2931,0,246651553472,一级评论,327873829,午睡到晚饭,6,保密,up有点太荒诞了。拜登和奥巴马是朋友？一个单位正手和副手怎么可能是朋友？那上级还怎么控制这个单位？安排拜登上副总统，就说明他俩不是一派的。,2024-11-09 02:21:03,0,6,,广东,否,https://i1.hdslb.com/bfs/face/ead159f5c689388fedee691b14ea6bc05b73493e.jpg
2932,0,246651351024,一级评论,3461580010293319,嗯嗯sowhat,4,女,拜登应该获得年度最佳男演员奖！,2024-11-09 02:19:22,0,2,,美国,否,https://i1.hdslb.com/bfs/face/38f6605f1594facd8febe0873295220fa0b77f7e.jpg
2933,0,246651195392,一级评论,1614339,被遗忘的句号,6,保密,[笑哭]拜登之前都是装的？那也装得太像了。,2024-11-09 02:16:23,25,196,不杀生，仇恨永无止息。,日本,否,https://i0.hdslb.com/bfs/face/3c321220a4ecc02e79fe0b9d9d14e99c0cf48eb0.jpg
2934,246651195392,246383719121,二级评论,527207960,童话裡做英雄,6,保密,一半装一半真吧，身体不好也是事实，装的容易了些,2024-11-09 10:02:33,0,87,,新西兰,否,https://i2.hdslb.com/bfs/face/fada129de3421f652ab9ee6e3d15d9ba54318c12.jpg
2935,246383719121,246408099249,二级评论,13355657,菡萏芙,6,女,回复 @童话裡做英雄 :[doge]每次摔跤都在镜头面前,2024-11-09 14:51:25,0,25,"子绝四，毋意,毋必,毋固,毋我",江西,是,http://i2.hdslb.com/bfs/face/10e75a52a2e3810a0fe401e04051f3bae8955008.jpg
2936,246408099249,246408618385,二级评论,2049988294,168黑墨星,6,男,回复 @菡萏芙 :摔到镜头面前肯定是假的还有对着空气握手，拉裤子，从飞机摔三个跟头哪可能是真的只不过他当时都已经是傀儡了，这样的行为处于自保罢了，,2024-11-09 14:58:44,0,50,转载解说,海南,否,https://i1.hdslb.com/bfs/face/76ab2a32cbb152328da9a7dea211a4cfb53b1ce7.jpg
2937,246651195392,246715410496,二级评论,404365305,水上由岐さんです,6,女,不是这个问题，拜登退选是被下面逼的，现在下面逼他的都要被trmp清算了，反而拜登变得最安全了,2024-11-09 15:45:58,0,31,美好的时光总是不连续存在的～,湖南,否,https://i0.hdslb.com/bfs/face/de0a05d9754b4ce5ce24e77763d0e505fd6e89fb.jpg
2938,246651195392,246717144128,二级评论,213994209,QQ嘉年华,6,保密,80岁了……,2024-11-09 16:06:25,0,2,,内蒙古,否,http://i0.hdslb.com/bfs/face/178703702fa0fde23bf8ae58407647ca8b56a1a6.jpg
2939,246715410496,246417817601,二级评论,269086398,不许翻我的魔法口袋QAQ,5,男,回复 @水上由岐さんです :怎么清算？,2024-11-09 16:57:30,0,0,不争气的小眼泪啪嗒啪嗒往下掉(。•́︿•̀。),重庆,否,https://i0.hdslb.com/bfs/face/d1ec1d41b7aefc7f9ca19bdbef82483ef6a36281.jpg
